From Type,From Name,Edge Type,To Type,To Name,id
ingredient,Parmesan Cheese,ingredient dish,dish,Moussaka
dish,Bandeja Paisa,dish owned,country,Colombia
ingredient,Bay Leaves,ingredient dish,dish,Coq Au Vin
ingredient,Beef Roast,ingredient dish,dish,Sauerbraten
ingredient,Peanuts,ingredient dish,dish,Pad Thai
ingredient,Maize Flour,ingredient dish,dish,Ugali
ingredient,Cream,ingredient dish,dish,Chicken Tikka Masala
ingredient,Lemon Juice,ingredient dish,dish,Tabbouleh
ingredient,Turmeric,ingredient dish,dish,Biryani
ingredient,Raw Fish Or Seafood,ingredient dish,dish,Sushi
ingredient,Teaspoon Of Paprika,ingredient dish,dish,Tacos
ingredient,Cilantro,ingredient dish,dish,Pad Thai
ingredient,Mussels,ingredient dish,dish,Paella
ingredient,Roti,ingredient dish,dish,Kottu Roti
ingredient,Black Pepper,ingredient dish,dish,Pasta Carbonara
ingredient,Peanuts,ingredient dish,dish,Kung Pao Chicken
ingredient,Black Pepper,ingredient dish,dish,Jollof Rice
ingredient,Fried Onions,ingredient dish,dish,Chicken Biryani
ingredient,Cumin,ingredient dish,dish,Chicken Tikka Masala
ingredient,Lime Juice,ingredient dish,dish,Nasi Goreng
ingredient,Cucumber,ingredient dish,dish,Sushi
ingredient,Ginger-Garlic Paste,ingredient dish,dish,Chicken Biryani
ingredient,Rice,ingredient dish,dish,Nasi Goreng
ingredient,Turmeric,ingredient dish,dish,Butter Chicken
ingredient,Onion,ingredient dish,dish,Paella
ingredient,Ginger,ingredient dish,dish,Kottu Roti
dish,Nasi Lemak,dish owned,country,Malaysia
ingredient,Rice Or Naan Bread,ingredient dish,dish,Curry
ingredient,Sugar,ingredient dish,dish,Pad Thai
ingredient,Chicken Or Lamb Meat,ingredient dish,dish,Biryani
ingredient,Lime Juice,ingredient dish,dish,Tacos
ingredient,Curry Powder Or Spices,ingredient dish,dish,Curry
ingredient,Ginger Garlic Paste,ingredient dish,dish,Butter Chicken
ingredient,Biryani Masala,ingredient dish,dish,Chicken Biryani
ingredient,Onions,ingredient dish,dish,Feijoada
ingredient,Adobo Sauce,ingredient dish,dish,Tacos Al Pastor
ingredient,Tomato Paste,ingredient dish,dish,Jollof Rice
dish,Pavlova,dish owned,country,Australia
ingredient,Dried Chili Flakes,ingredient dish,dish,Pad Thai
ingredient,Yogurt,ingredient dish,dish,Biryani
ingredient,Potatoes,ingredient dish,dish,Borscht
ingredient,Paprika,ingredient dish,dish,Jollof Rice
ingredient,Bottle Of Red Wine,ingredient dish,dish,Coq Au Vin
ingredient,Rice,ingredient dish,dish,Koshari
ingredient,Cumin,ingredient dish,dish,Enchiladas
ingredient,Garam Masala,ingredient dish,dish,Biryani
ingredient,Chicken/Lamb/Beef,ingredient dish,dish,Biryani
ingredient,Garlic,ingredient dish,dish,Momos
dish,Pad Thai,dish owned,country,Thailand
ingredient,Pork Ribs,ingredient dish,dish,Feijoada
ingredient,Ground Meat,ingredient dish,dish,Momos
ingredient,Butter,ingredient dish,dish,Sauerbraten
ingredient,Tablespoon Of Paprika,ingredient dish,dish,Tacos Al Pastor
dish,Jollof Rice,dish owned,country,Nigeria
ingredient,Potatoes,ingredient dish,dish,Moussaka
dish,Croissant,dish owned,country,France
ingredient,Saffron Strands,ingredient dish,dish,Biryani
ingredient,Basmati Rice,ingredient dish,dish,Biryani
ingredient,Pine Nuts,ingredient dish,dish,Kibbeh
dish,Pavlova,dish owned,country,New Zealand
ingredient,Coriander,ingredient dish,dish,Chicken Tikka Masala
ingredient,Chili,ingredient dish,dish,Nasi Goreng
ingredient,Cheese,ingredient dish,dish,Tacos
ingredient,Avocado,ingredient dish,dish,Enchiladas
ingredient,Spices,ingredient dish,dish,Chicken Biryani
ingredient,Chicken Legs,ingredient dish,dish,Coq Au Vin
ingredient,Shrimp,ingredient dish,dish,Paella
ingredient,Butter,ingredient dish,dish,Chicken Tikka Masala
ingredient,Diced Onions,ingredient dish,dish,Tacos
ingredient,Cilantro,ingredient dish,dish,Tacos
ingredient,Lettuce,ingredient dish,dish,Tacos
ingredient,Oregano,ingredient dish,dish,Enchiladas
dish,Couscous,dish owned,country,Morocco
ingredient,Oregano,ingredient dish,dish,Lasagna
ingredient,Boiled Eggs,ingredient dish,dish,Gado-Gado
ingredient,Pepper,ingredient dish,dish,Lasagna
ingredient,Pizza Dough,ingredient dish,dish,Pizza
ingredient,Pepper,ingredient dish,dish,Coq Au Vin
ingredient,Peanuts,ingredient dish,dish,Nasi Lemak
ingredient,Egg Whites,ingredient dish,dish,Pavlova
ingredient,Cilantro,ingredient dish,dish,Ceviche
ingredient,Preserved Lemons,ingredient dish,dish,Tagine
ingredient,Grated Cheese,ingredient dish,dish,Moussaka
ingredient,Fried Anchovies,ingredient dish,dish,Nasi Lemak
ingredient,Biryani Masala,ingredient dish,dish,Biryani
dish,Biryani,dish owned,country,Pakistan
ingredient,Cumin,ingredient dish,dish,Biryani
ingredient,Tofu,ingredient dish,dish,Gado-Gado
ingredient,Sesame Seeds,ingredient dish,dish,Bibimbap
ingredient,Cumin Powder,ingredient dish,dish,Butter Chicken
ingredient,Onions,ingredient dish,dish,Biryani
ingredient,Flour,ingredient dish,dish,Sauerbraten
ingredient,Cloves,ingredient dish,dish,Chicken Biryani
dish,Tacos,dish owned,country,Mexico
ingredient,1/Teaspoon Of Cinnamon,ingredient dish,dish,Tacos Al Pastor
ingredient,Rice,ingredient dish,dish,Paella
ingredient,Curry Powder,ingredient dish,dish,Jollof Rice
ingredient,Rice Noodles,ingredient dish,dish,Pho
ingredient,Pepper,ingredient dish,dish,Chiles Rellenos
ingredient,Garam Masala,ingredient dish,dish,Butter Chicken
ingredient,Cashews,ingredient dish,dish,Biryani
ingredient,Sambal Sauce,ingredient dish,dish,Nasi Lemak
ingredient,Cinnamon,ingredient dish,dish,Pho
ingredient,Hoisin Sauce,ingredient dish,dish,Pho
ingredient,Turmeric Powder,ingredient dish,dish,Chicken Biryani
ingredient,Paprika,ingredient dish,dish,Butter Chicken
dish,Kung Pao Chicken,dish owned,country,China
ingredient,Clarified Butter,ingredient dish,dish,Biryani
ingredient,Green Chilies,ingredient dish,dish,Biryani
ingredient,Whole Chicken,ingredient dish,dish,Coq Au Vin
ingredient,Oil,ingredient dish,dish,Momos
ingredient,Chicharron,ingredient dish,dish,Bandeja Paisa
ingredient,Sugar,ingredient dish,dish,Kung Pao Chicken
ingredient,Chickpeas,ingredient dish,dish,Koshari
ingredient,Pound Of Ground Beef,ingredient dish,dish,Tacos
ingredient,Onion,ingredient dish,dish,Kibbeh
ingredient,Butter,ingredient dish,dish,Croissant
dish,Kottu Roti,dish owned,country,Sri Lanka
ingredient,Guajillo Peppers,ingredient dish,dish,Tacos Al Pastor
ingredient,Tomatoes,ingredient dish,dish,Biryani
ingredient,Cooked Sushi Rice,ingredient dish,dish,Sushi
ingredient,Tempeh,ingredient dish,dish,Gado-Gado
ingredient,Bay Leaves,ingredient dish,dish,Feijoada
ingredient,Pepper,ingredient dish,dish,Margherita Pizza
ingredient,Vegetable Oil,ingredient dish,dish,Kung Pao Chicken
ingredient,Tomato Sauce,ingredient dish,dish,Koshari
ingredient,Turmeric,ingredient dish,dish,Momos
ingredient,Spices,ingredient dish,dish,Chicken Tikka Masala
ingredient,Red Chili Powder,ingredient dish,dish,Chicken Tikka Masala
ingredient,White Vinegar,ingredient dish,dish,Pavlova
ingredient,Garnished With Fried Onions,ingredient dish,dish,Nasi Goreng
ingredient,Seasoned Meat,ingredient dish,dish,Tacos
ingredient,Spices,ingredient dish,dish,Butter Chicken
ingredient,Sour Cream,ingredient dish,dish,Borscht
ingredient,Toppings,ingredient dish,dish,Pizza
ingredient,Bacon,ingredient dish,dish,Feijoada
dish,Paella,dish owned,country,Spain
ingredient,Fried Pork Belly,ingredient dish,dish,Bandeja Paisa
ingredient,French Fries,ingredient dish,dish,Poutine
ingredient,Tamarind Sauce,ingredient dish,dish,Pad Thai
dish,Nasi Goreng,dish owned,country,Indonesia
ingredient,Garlic,ingredient dish,dish,Butter Chicken
ingredient,Mushrooms,ingredient dish,dish,Coq Au Vin
ingredient,Galangal,ingredient dish,dish,Tom Yum Soup
ingredient,Heavy Cream,ingredient dish,dish,Chicken Tikka Masala
ingredient,Chicken,ingredient dish,dish,Coq Au Vin
ingredient,Ground Cumin,ingredient dish,dish,Chicken Tikka Masala
ingredient,Onions,ingredient dish,dish,Pho
ingredient,Green Chilies,ingredient dish,dish,Chicken Biryani
ingredient,Kasoori Methi,ingredient dish,dish,Butter Chicken
ingredient,Fenugreek Leaves,ingredient dish,dish,Butter Chicken
ingredient,Salsa,ingredient dish,dish,Tacos
ingredient,Salsa,ingredient dish,dish,Tacos Al Pastor
ingredient,Chili Powder,ingredient dish,dish,Enchiladas
ingredient,Tortillas,ingredient dish,dish,Tacos Al Pastor
ingredient,Mozzarella Cheese,ingredient dish,dish,Pizza
ingredient,Tomato,ingredient dish,dish,Paella
ingredient,Eggs,ingredient dish,dish,Pad Thai
ingredient,1Button Mushrooms,ingredient dish,dish,Coq Au Vin
ingredient,Potatoes,ingredient dish,dish,Tagine
ingredient,Cumin,ingredient dish,dish,Chicken Biryani
ingredient,Corn Tortillas,ingredient dish,dish,Tacos
ingredient,Cloves Of Garlic,ingredient dish,dish,Coq Au Vin
ingredient,Cumin,ingredient dish,dish,Chiles Rellenos
ingredient,Beef Bones,ingredient dish,dish,Pho
ingredient,Garlic,ingredient dish,dish,Moussaka
ingredient,Fish Sauce,ingredient dish,dish,Pad Thai
ingredient,Tofu Or Shrimp,ingredient dish,dish,Pad Thai
ingredient,Carrots,ingredient dish,dish,Coq Au Vin
ingredient,Tomatoes,ingredient dish,dish,Chicken Biryani
ingredient,Onions,ingredient dish,dish,Kung Pao Chicken
ingredient,Black Pepper,ingredient dish,dish,Tabbouleh
ingredient,Red Wine,ingredient dish,dish,Coq Au Vin
ingredient,Cheese,ingredient dish,dish,Chiles Rellenos
ingredient,Arepa,ingredient dish,dish,Bandeja Paisa
ingredient,Onion,ingredient dish,dish,Moussaka
ingredient,Pickled Ginger,ingredient dish,dish,Sushi
ingredient,Boneless Chicken,ingredient dish,dish,Chicken Tikka Masala
ingredient,Rice,ingredient dish,dish,Bandeja Paisa
ingredient,Sugar,ingredient dish,dish,Sauerbraten
ingredient,Vinegar,ingredient dish,dish,Koshari
ingredient,Beef,ingredient dish,dish,Bibimbap
ingredient,Bulgur Wheat,ingredient dish,dish,Kibbeh
ingredient,Chilies,ingredient dish,dish,Enchiladas
ingredient,Slices Of Bacon,ingredient dish,dish,Coq Au Vin
ingredient,Pasta,ingredient dish,dish,Spaghetti Carbonara
ingredient,Coriander,ingredient dish,dish,Chicken Biryani
ingredient,Carrots,ingredient dish,dish,Borscht
ingredient,1Small Onions,ingredient dish,dish,Coq Au Vin
ingredient,Teaspoon Of Cumin,ingredient dish,dish,Tacos Al Pastor
ingredient,Carrots,ingredient dish,dish,Gado-Gado
ingredient,Nori Seaweed,ingredient dish,dish,Sushi
dish,Sauerbraten,dish owned,country,Germany
ingredient,Sponge Cake,ingredient dish,dish,Lamington
ingredient,Garlic,ingredient dish,dish,Koshari
ingredient,Cardamom,ingredient dish,dish,Butter Chicken
ingredient,Achiote Paste,ingredient dish,dish,Tacos Al Pastor
dish,Tom Yum Soup,dish owned,country,Thailand
ingredient,Cilantro,ingredient dish,dish,Chicken Biryani
ingredient,Garlic,ingredient dish,dish,Tacos Al Pastor
ingredient,Lemon Juice,ingredient dish,dish,Butter Chicken
dish,Shawarma,dish owned,country,Lebanon
ingredient,Seasoning Cubes,ingredient dish,dish,Jollof Rice
ingredient,Garlic,ingredient dish,dish,Nasi Goreng
ingredient,Rice,ingredient dish,dish,Nasi Lemak
ingredient,Carrots,ingredient dish,dish,Buur
ingredient,Basil,ingredient dish,dish,Pho
ingredient,Flour,ingredient dish,dish,Buur
ingredient,Roasted Peanuts,ingredient dish,dish,Pad Thai
ingredient,Tomato Sauce,ingredient dish,dish,Lasagna
dish,Ugali,dish owned,country,Kenya
ingredient,Turmeric,ingredient dish,dish,Chicken Biryani
ingredient,Vegetable Oil,ingredient dish,dish,Chiles Rellenos
ingredient,Ground Lamb,ingredient dish,dish,Kibbeh
ingredient,Almonds,ingredient dish,dish,Chiles Rellenos
ingredient,Salt,ingredient dish,dish,Chiles Rellenos
ingredient,Dried Apricots,ingredient dish,dish,Tagine
ingredient,Bell Pepper,ingredient dish,dish,Paella
ingredient,Hard-Boiled Eggs,ingredient dish,dish,Nasi Lemak
ingredient,Marinara Sauce,ingredient dish,dish,Lasagna
ingredient,Egg,ingredient dish,dish,Lasagna
ingredient,Eggs,ingredient dish,dish,Lasagna
ingredient,Lamb,ingredient dish,dish,Tagine
ingredient,Corn Tortillas,ingredient dish,dish,Tacos Al Pastor
ingredient,Saffron,ingredient dish,dish,Tagine
ingredient,Plantain,ingredient dish,dish,Bandeja Paisa
ingredient,Cardamom,ingredient dish,dish,Chicken Biryani
ingredient,Mint Leaves,ingredient dish,dish,Biryani
ingredient,Dried Red Chilies,ingredient dish,dish,Kung Pao Chicken
ingredient,Saffron Strands,ingredient dish,dish,Chicken Biryani
ingredient,Salt,ingredient dish,dish,Butter Chicken
ingredient,Tomato Puree,ingredient dish,dish,Butter Chicken
ingredient,Eggplant,ingredient dish,dish,Moussaka
ingredient,Lime Wedges,ingredient dish,dish,Pad Thai
dish,Pho,dish owned,country,Vietnam
ingredient,Tablespoon Of Tomato Paste,ingredient dish,dish,Coq Au Vin
ingredient,Ginger-Garlic Paste,ingredient dish,dish,Chicken Tikka Masala
ingredient,Grilled Meat,ingredient dish,dish,Tacos
ingredient,Soy Sauce,ingredient dish,dish,Kung Pao Chicken
dish,Curry,dish owned,country,India
ingredient,Onions,ingredient dish,dish,Chicken Biryani
ingredient,Fresh Fruits,ingredient dish,dish,Pavlova
ingredient,Cumin,ingredient dish,dish,Tacos Al Pastor
ingredient,Ghee/Vegetable Oil,ingredient dish,dish,Biryani
ingredient,Cream,ingredient dish,dish,Butter Chicken
ingredient,Salt,ingredient dish,dish,Margherita Pizza
ingredient,Chicken Or Beef Stock,ingredient dish,dish,Jollof Rice
ingredient,Fresh Cilantro,ingredient dish,dish,Chicken Tikka Masala
ingredient,Salt,ingredient dish,dish,Buur
ingredient,Bay Leaves,ingredient dish,dish,Sauerbraten
ingredient,Onion,ingredient dish,dish,Tacos
dish,Pasta Carbonara,dish owned,country,Italy
dish,Tacos Al Pastor,dish owned,country,Mexico
ingredient,Cloves,ingredient dish,dish,Biryani
ingredient,Cinnamon,ingredient dish,dish,Moussaka
ingredient,Water,ingredient dish,dish,Biryani
ingredient,Mint,ingredient dish,dish,Biryani
ingredient,Ginger,ingredient dish,dish,Jollof Rice
ingredient,Ginger-Garlic Paste,ingredient dish,dish,Butter Chicken
ingredient,Chopped Cilantro,ingredient dish,dish,Tacos
dish,Coq Au Vin,dish owned,country,France
ingredient,Chicken Or Beef,ingredient dish,dish,Jollof Rice
ingredient,Pearl Onions,ingredient dish,dish,Coq Au Vin
ingredient,Garlic,ingredient dish,dish,Chiles Rellenos
ingredient,Onion,ingredient dish,dish,Tacos Al Pastor
ingredient,Flour,ingredient dish,dish,Margherita Pizza
ingredient,Vegetables,ingredient dish,dish,Nasi Goreng
ingredient,Fresh Cilantro,ingredient dish,dish,Tagine
ingredient,Semolina,ingredient dish,dish,Couscous
ingredient,Coriander Leaves,ingredient dish,dish,Biryani
ingredient,Tablespoons Of Flour,ingredient dish,dish,Coq Au Vin
ingredient,Eggs,ingredient dish,dish,Spaghetti Carbonara
ingredient,Cloves,ingredient dish,dish,Pho
ingredient,Sour Cream,ingredient dish,dish,Enchiladas
ingredient,Macaroni,ingredient dish,dish,Koshari
ingredient,Cumin Powder,ingredient dish,dish,Chicken Tikka Masala
ingredient,Vegetables,ingredient dish,dish,Couscous
ingredient,Green Onions,ingredient dish,dish,Pad Thai
ingredient,Mozzarella Cheese,ingredient dish,dish,Lasagna
ingredient,Poblano Peppers,ingredient dish,dish,Chiles Rellenos
ingredient,Basil,ingredient dish,dish,Lasagna
ingredient,Lamb,ingredient dish,dish,Biryani
ingredient,Olive Oil,ingredient dish,dish,Pizza
ingredient,Salt,ingredient dish,dish,Momos
ingredient,Lamb,ingredient dish,dish,Buur
ingredient,Olive Oil,ingredient dish,dish,Moussaka
ingredient,Onion,ingredient dish,dish,Coq Au Vin
ingredient,Beans,ingredient dish,dish,Bandeja Paisa
ingredient,Oregano,ingredient dish,dish,Chiles Rellenos
ingredient,Chocolate Icing,ingredient dish,dish,Lamington
ingredient,Basmati Rice,ingredient dish,dish,Chicken Biryani
ingredient,Crushed Peanuts,ingredient dish,dish,Pad Thai
ingredient,Onions,ingredient dish,dish,Chiles Rellenos
ingredient,Peas,ingredient dish,dish,Paella
ingredient,Tomatoes,ingredient dish,dish,Chiles Rellenos
ingredient,Chicken,ingredient dish,dish,Chicken Tikka Masala
ingredient,Ginger-Garlic Paste,ingredient dish,dish,Biryani
ingredient,Lime,ingredient dish,dish,Tacos Al Pastor
ingredient,Tablespoon Of Dried Oregano,ingredient dish,dish,Tacos Al Pastor
ingredient,Beef Broth,ingredient dish,dish,Sauerbraten
ingredient,Celery,ingredient dish,dish,Sauerbraten
ingredient,Pizza Dough,ingredient dish,dish,Margherita Pizza
ingredient,Black Pepper,ingredient dish,dish,Lasagna
ingredient,Orange Juice,ingredient dish,dish,Tacos Al Pastor
ingredient,Pork Meat,ingredient dish,dish,Feijoada
ingredient,1/Cup Of Orange Juice,ingredient dish,dish,Tacos Al Pastor
ingredient,Eggs,ingredient dish,dish,Bibimbap
ingredient,Chili Powder,ingredient dish,dish,Momos
ingredient,Bechamel Sauce,ingredient dish,dish,Moussaka
ingredient,Garlic,ingredient dish,dish,Jollof Rice
ingredient,Coriander Leaves,ingredient dish,dish,Chicken Tikka Masala
ingredient,Tomato Sauce,ingredient dish,dish,Pizza
ingredient,Flour,ingredient dish,dish,Croissant
ingredient,Chili Powder,ingredient dish,dish,Chicken Biryani
ingredient,Vinegar,ingredient dish,dish,Borscht
ingredient,Garlic,ingredient dish,dish,Bibimbap
ingredient,Pork,ingredient dish,dish,Tacos Al Pastor
ingredient,Onions,ingredient dish,dish,Chicken Tikka Masala
ingredient,Italian Herbs,ingredient dish,dish,Lasagna
ingredient,Fresh Cilantro Leaves,ingredient dish,dish,Biryani
ingredient,Warm Water,ingredient dish,dish,Margherita Pizza
ingredient,Sichuan Peppercorns,ingredient dish,dish,Kung Pao Chicken
ingredient,Assorted Vegetables,ingredient dish,dish,Bibimbap
ingredient,Queso Fresco,ingredient dish,dish,Enchiladas
ingredient,Olive Oil,ingredient dish,dish,Tabbouleh
dish,Enchiladas,dish owned,country,Mexico
ingredient,Rice,ingredient dish,dish,Feijoada
ingredient,Anchovies,ingredient dish,dish,Nasi Lemak
ingredient,Onion,ingredient dish,dish,Butter Chicken
ingredient,Pepper,ingredient dish,dish,Tacos Al Pastor
ingredient,Sweet Potatoes,ingredient dish,dish,Ceviche
ingredient,Yeast,ingredient dish,dish,Croissant
dish,Tabbouleh,dish owned,country,Lebanon
ingredient,Oil,ingredient dish,dish,Chiles Rellenos
ingredient,Peppers,ingredient dish,dish,Jollof Rice
ingredient,White Vinegar,ingredient dish,dish,Tacos Al Pastor
ingredient,Kasuri Methi,ingredient dish,dish,Butter Chicken
ingredient,Red Chili Pepper,ingredient dish,dish,Pad Thai
ingredient,Green Onions,ingredient dish,dish,Kung Pao Chicken
ingredient,Cumin,ingredient dish,dish,Butter Chicken
ingredient,Sugar,ingredient dish,dish,Croissant
ingredient,Pepper,ingredient dish,dish,Sauerbraten
ingredient,Rabbit,ingredient dish,dish,Paella
ingredient,Chicken,ingredient dish,dish,Biryani
ingredient,Parmesan Cheese,ingredient dish,dish,Pasta Carbonara
ingredient,Water,ingredient dish,dish,Pizza
ingredient,Turmeric,ingredient dish,dish,Chicken Tikka Masala
ingredient,Lime Juice,ingredient dish,dish,Tom Yum Soup
ingredient,Ginger,ingredient dish,dish,Tagine
ingredient,Milk,ingredient dish,dish,Moussaka
ingredient,Saffron,ingredient dish,dish,Biryani
ingredient,Parmesan Cheese,ingredient dish,dish,Lasagna
ingredient,Shrimp,ingredient dish,dish,Pad Thai
ingredient,Avocado,ingredient dish,dish,Bandeja Paisa
ingredient,Salt,ingredient dish,dish,Croissant
ingredient,Basil,ingredient dish,dish,Margherita Pizza
ingredient,1/Teaspoon Of Cloves,ingredient dish,dish,Tacos Al Pastor
ingredient,Tomato Paste,ingredient dish,dish,Chicken Tikka Masala
ingredient,Tomatoes,ingredient dish,dish,Tagine
ingredient,Raisins,ingredient dish,dish,Biryani
ingredient,Smoked Sausage,ingredient dish,dish,Feijoada
ingredient,Onions,ingredient dish,dish,Jollof Rice
ingredient,Teaspoon Of Chili Powder,ingredient dish,dish,Tacos
ingredient,Cups Of Red Wine,ingredient dish,dish,Coq Au Vin
ingredient,Chicken,ingredient dish,dish,Nasi Goreng
ingredient,Boneless Chicken,ingredient dish,dish,Butter Chicken
dish,Borscht,dish owned,country,Russia
ingredient,Chicken,ingredient dish,dish,Chicken Biryani
ingredient,Bean Sprouts,ingredient dish,dish,Gado-Gado
ingredient,Beef Ribs,ingredient dish,dish,Asado
ingredient,Vanilla Extract,ingredient dish,dish,Pavlova
ingredient,Cilantro,ingredient dish,dish,Tagine
ingredient,Bay Leaves,ingredient dish,dish,Jollof Rice
ingredient,Cloves,ingredient dish,dish,Sauerbraten
ingredient,Chicken,ingredient dish,dish,Tagine
ingredient,Thyme,ingredient dish,dish,Coq Au Vin
ingredient,Lemon Zest,ingredient dish,dish,Sauerbraten
ingredient,Eggs,ingredient dish,dish,Croissant
ingredient,Chicken Or Mutton,ingredient dish,dish,Biryani
dish,Moussaka,dish owned,country,Greece
ingredient,Garlic,ingredient dish,dish,Feijoada
ingredient,Tomatoes,ingredient dish,dish,Jollof Rice
ingredient,Beef,ingredient dish,dish,Feijoada
ingredient,Onions,ingredient dish,dish,Enchiladas
ingredient,Eggs,ingredient dish,dish,Pasta Carbonara
ingredient,Red Beans,ingredient dish,dish,Bandeja Paisa
ingredient,Garlic,ingredient dish,dish,Enchiladas
ingredient,Whipped Cream,ingredient dish,dish,Pavlova
ingredient,Pancetta Or Guanciale,ingredient dish,dish,Spaghetti Carbonara
ingredient,Vegetable Oil,ingredient dish,dish,Jollof Rice
ingredient,Mint,ingredient dish,dish,Tabbouleh
ingredient,Ginger,ingredient dish,dish,Pho
ingredient,Bay Leaf,ingredient dish,dish,Moussaka
ingredient,Garam Masala,ingredient dish,dish,Chicken Biryani
ingredient,Chorizo Sausage,ingredient dish,dish,Bandeja Paisa
ingredient,Tablespoon Of Vinegar,ingredient dish,dish,Tacos Al Pastor
ingredient,Scotch Bonnet Peppers,ingredient dish,dish,Jollof Rice
ingredient,Onions,ingredient dish,dish,Moussaka
ingredient,Guajillo Chili,ingredient dish,dish,Tacos Al Pastor
ingredient,Spaghetti,ingredient dish,dish,Spaghetti Carbonara
dish,Chicken Biryani,dish owned,country,India
ingredient,Chili Paste,ingredient dish,dish,Kung Pao Chicken
ingredient,Lemon,ingredient dish,dish,Biryani
ingredient,Oregano,ingredient dish,dish,Moussaka
ingredient,Teaspoon Of Cumin,ingredient dish,dish,Tacos
ingredient,Shrimp Or Chicken,ingredient dish,dish,Tom Yum Soup
ingredient,Coriander,ingredient dish,dish,Tacos Al Pastor
dish,Poutine,dish owned,country,Canada
ingredient,Lettuce,ingredient dish,dish,Ceviche
ingredient,Oregano,ingredient dish,dish,Tacos Al Pastor
ingredient,Flour,ingredient dish,dish,Pizza
dish,Kibbeh,dish owned,country,Lebanon
ingredient,Red Onion,ingredient dish,dish,Ceviche
ingredient,Cheese Sauce,ingredient dish,dish,Moussaka
