Node Type,Name,id
ingredient,Chicken,11
ingredient,Red Wine,11
ingredient,Bacon,11
ingredient,Mushrooms,11
ingredient,Onions,11
ingredient,Garlic,11
ingredient,Thyme,11
ingredient,Bay Leaves,11
ingredient,Flour,11
ingredient,Butter,11
ingredient,Salt,11
ingredient,Pepper,11
country,France,11
dish,Coq Au Vin,11
ingredient,Rice,12
ingredient,Raw Fish,12
ingredient,Seaweed,12
ingredient,Soy Sauce,12
ingredient,Pickled Ginger,12
ingredient,Wasabi,12
country,Japan,12
dish,Sushi,12
ingredient,Rice,13
ingredient,Raw Fish,13
ingredient,Seaweed,13
ingredient,Soy Sauce,13
ingredient,Wasabi,13
ingredient,Ginger,13
country,Japan,13
dish,Sushi,13
ingredient,Flour,14
ingredient,Yeast,14
ingredient,Water,14
ingredient,Tomatoes,14
ingredient,Mozzarella Cheese,14
ingredient,Olive Oil,14
ingredient,Basil,14
country,Italy,14
dish,Pizza,14
ingredient,Corn Tortillas,15
ingredient,Beef Or Chicken,15
ingredient,Onion,15
ingredient,Cilantro,15
ingredient,Lime,15
ingredient,Salsa,15
ingredient,Cheese,15
country,Mexico,15
dish,Tacos,15
ingredient,Chicken,16
ingredient,Yogurt,16
ingredient,Tomatoes,16
ingredient,Onions,16
ingredient,Garlic,16
ingredient,Ginger,16
ingredient,Spices,16
country,India,16
dish,Chicken Tikka Masala,16
ingredient,Lemongrass,17
ingredient,Kaffir Lime Leaves,17
ingredient,Galangal,17
ingredient,Mushrooms,17
ingredient,Shrimp Or Chicken,17
ingredient,Fish Sauce,17
ingredient,Lime Juice,17
ingredient,Chili Peppers,17
country,Thailand,17
dish,Tom Yum Soup,17
ingredient,Eggplant,18
ingredient,Ground Lamb Or Beef,18
ingredient,Tomatoes,18
ingredient,Onions,18
ingredient,Garlic,18
ingredient,Cinnamon,18
ingredient,Nutmeg,18
ingredient,Cheese Sauce,18
country,Greece,18
dish,Moussaka,18
ingredient,Basmati Rice,19
ingredient,Chicken,19
ingredient,Onions,19
ingredient,Tomatoes,19
ingredient,Yogurt,19
ingredient,Ginger-Garlic Paste,19
ingredient,Green Chilies,19
ingredient,Bay Leaves,19
ingredient,Cinnamon,19
ingredient,Cloves,19
ingredient,Cardamom,19
ingredient,Turmeric,19
ingredient,Red Chili Powder,19
ingredient,Garam Masala,19
ingredient,Saffron,19
ingredient,Mint Leaves,19
ingredient,Coriander Leaves,19
ingredient,Lemon Juice,19
country,India,19
dish,Chicken Biryani,19
ingredient,Beef Ribs,20
ingredient,Salt,20
ingredient,Pepper,20
ingredient,Chimichurri Sauce,20
country,Argentina,20
dish,Asado,20
ingredient,Basmati Rice,21
ingredient,Chicken,21
ingredient,Onions,21
ingredient,Tomatoes,21
ingredient,Ginger,21
ingredient,Garlic,21
ingredient,Yogurt,21
ingredient,Spices,21
ingredient,Saffron Strands,21
ingredient,Mint Leaves,21
ingredient,Ghee,21
country,India,21
dish,Chicken Biryani,21
ingredient,Chicken,22
ingredient,Yogurt,22
ingredient,Ginger,22
ingredient,Garlic,22
ingredient,Tomato,22
ingredient,Onion,22
ingredient,Butter,22
ingredient,Cream,22
ingredient,Spices,22
ingredient,Chili Powder,22
ingredient,Salt,22
ingredient,Cilantro,22
country,India,22
dish,Butter Chicken,22
ingredient,Coconut Rice,23
ingredient,Sambal Sauce,23
ingredient,Fried Anchovies,23
ingredient,Peanuts,23
ingredient,Cucumber,23
ingredient,Hard-Boiled Eggs,23
country,Malaysia,23
dish,Nasi Lemak,23
ingredient,Chicken,24
ingredient,Red Wine,24
ingredient,Mushrooms,24
ingredient,Onions,24
ingredient,Bacon,24
ingredient,Garlic,24
ingredient,Thyme,24
ingredient,Bay Leaf,24
ingredient,Flour,24
ingredient,Butter,24
ingredient,Salt,24
ingredient,Pepper,24
country,France,24
dish,Coq Au Vin,24
ingredient,Egg Whites,25
ingredient,Sugar,25
ingredient,Cornstarch,25
ingredient,White Vinegar,25
ingredient,Vanilla Extract,25
ingredient,Whipped Cream,25
ingredient,Fresh Fruits,25
country,Australia,25
dish,Pavlova,25
ingredient,French Fries,26
ingredient,Cheese Curds,26
ingredient,Gravy,26
country,Canada,26
dish,Poutine,26
ingredient,Chicken,27
ingredient,Red Wine,27
ingredient,Pearl Onions,27
ingredient,Mushrooms,27
ingredient,Bacon,27
ingredient,Garlic,27
ingredient,Thyme,27
ingredient,Bay Leaves,27
ingredient,Flour,27
ingredient,Butter,27
ingredient,Salt,27
ingredient,Pepper,27
country,France,27
dish,Coq Au Vin,27
country,Lebanon,28
dish,Shawarma,28
ingredient,Chicken,29
ingredient,Yogurt,29
ingredient,Butter,29
ingredient,Garlic,29
ingredient,Ginger,29
ingredient,Tomatoes,29
ingredient,Cream,29
ingredient,Garam Masala,29
ingredient,Turmeric,29
ingredient,Chili Powder,29
ingredient,Cumin,29
ingredient,Coriander,29
ingredient,Salt,29
ingredient,Cardamom,29
ingredient,Fenugreek Leaves,29
country,India,29
dish,Butter Chicken,29
ingredient,Sushi Rice,30
ingredient,Nori,30
ingredient,Soy Sauce,30
ingredient,Wasabi,30
ingredient,Pickled Ginger,30
country,Japan,30
dish,Sushi,30
ingredient,Eggplant,31
ingredient,Ground Beef,31
ingredient,Onions,31
ingredient,Garlic,31
ingredient,Tomatoes,31
ingredient,Potatoes,31
ingredient,Béchamel Sauce,31
ingredient,Olive Oil,31
ingredient,Salt,31
ingredient,Pepper,31
country,Greece,31
dish,Moussaka,31
ingredient,Basmati Rice,32
ingredient,Chicken/Lamb/Beef,32
ingredient,Onions,32
ingredient,Tomatoes,32
ingredient,Yogurt,32
ingredient,Ginger,32
ingredient,Garlic,32
ingredient,Green Chili Peppers,32
ingredient,Ghee,32
ingredient,Spices,32
ingredient,Saffron,32
ingredient,Mint Leaves,32
ingredient,Coriander Leaves,32
country,India,32
dish,Biryani,32
ingredient,Beef Roast,33
ingredient,Onions,33
ingredient,Carrots,33
ingredient,Celery,33
ingredient,Vinegar,33
ingredient,Red Wine,33
ingredient,Bay Leaves,33
ingredient,Cloves,33
ingredient,Juniper Berries,33
ingredient,Black Peppercorns,33
ingredient,Flour,33
ingredient,Sugar,33
ingredient,Butter,33
ingredient,Salt,33
country,Germany,33
dish,Sauerbraten,33
ingredient,Ground Beef,34
ingredient,Lasagna Noodles,34
ingredient,Ricotta Cheese,34
ingredient,Mozzarella Cheese,34
ingredient,Parmesan Cheese,34
ingredient,Tomato Sauce,34
ingredient,Garlic,34
ingredient,Onion,34
ingredient,Olive Oil,34
ingredient,Italian Seasoning,34
country,Italy,34
dish,Lasagna,34
ingredient,Rice Noodles,35
ingredient,Tofu,35
ingredient,Eggs,35
ingredient,Bean Sprouts,35
ingredient,Garlic,35
ingredient,Shallots,35
ingredient,Tamarind Paste,35
ingredient,Fish Sauce,35
ingredient,Palm Sugar,35
ingredient,Crushed Peanuts,35
ingredient,Lime Juice,35
ingredient,Chili Flakes,35
country,Thailand,35
dish,Pad Thai,35
ingredient,Beef Roast,36
ingredient,Onions,36
ingredient,Carrots,36
ingredient,Celery,36
ingredient,Red Wine,36
ingredient,Vinegar,36
ingredient,Gingerbread Cookies,36
ingredient,Bay Leaves,36
ingredient,Cloves,36
ingredient,Salt,36
ingredient,Pepper,36
country,Germany,36
dish,Sauerbraten,36
ingredient,Rice,37
ingredient,Tomatoes,37
ingredient,Onions,37
ingredient,Red Bell Peppers,37
ingredient,Scotch Bonnet Peppers,37
ingredient,Tomato Paste,37
ingredient,Vegetable Oil,37
ingredient,Chicken Or Beef Stock,37
ingredient,Garlic,37
ingredient,Ginger,37
ingredient,Thyme,37
ingredient,Curry Powder,37
ingredient,Bay Leaves,37
ingredient,Salt,37
ingredient,Seasoning Cubes,37
country,Nigeria,37
dish,Jollof Rice,37
ingredient,Egg Whites,38
ingredient,White Sugar,38
ingredient,Cornstarch,38
ingredient,White Vinegar,38
ingredient,Vanilla Extract,38
ingredient,Whipped Cream,38
ingredient,Fresh Fruits,38
country,New Zealand,38
dish,Pavlova,38
ingredient,Marinated Pork,39
ingredient,Pineapple,39
ingredient,Onion,39
ingredient,Cilantro,39
ingredient,Lime,39
ingredient,Tortillas,39
country,Mexico,39
dish,Tacos Al Pastor,39
ingredient,Poblano Peppers,40
ingredient,Cheese,40
ingredient,Ground Beef Or Chicken,40
ingredient,Tomatoes,40
ingredient,Onions,40
ingredient,Garlic,40
ingredient,Eggs,40
ingredient,Flour,40
ingredient,Vegetable Oil,40
ingredient,Salt,40
ingredient,Pepper,40
ingredient,Cumin,40
ingredient,Cilantro,40
country,Mexico,40
dish,Chiles Rellenos,40
ingredient,Chicken,41
ingredient,Butter,41
ingredient,Tomato Puree,41
ingredient,Onions,41
ingredient,Garlic,41
ingredient,Ginger,41
ingredient,Cream,41
ingredient,Spices,41
ingredient,Yogurt,41
country,India,41
dish,Butter Chicken,41
ingredient,Black Beans,42
ingredient,Pork,42
ingredient,Beef,42
ingredient,Bacon,42
ingredient,Sausage,42
ingredient,Onions,42
ingredient,Garlic,42
ingredient,Bay Leaves,42
ingredient,Orange Slices,42
ingredient,Salt,42
ingredient,Pepper,42
country,Brazil,42
dish,Feijoada,42
ingredient,Ground Beef,43
ingredient,Lasagna Noodles,43
ingredient,Marinara Sauce,43
ingredient,Ricotta Cheese,43
ingredient,Mozzarella Cheese,43
ingredient,Parmesan Cheese,43
ingredient,Garlic,43
ingredient,Onion,43
ingredient,Olive Oil,43
ingredient,Salt,43
ingredient,Pepper,43
country,Italy,43
dish,Lasagna,43
ingredient,Rice,44
ingredient,Tomatoes,44
ingredient,Onions,44
ingredient,Red Bell Peppers,44
ingredient,Scotch Bonnet Peppers,44
ingredient,Garlic,44
ingredient,Ginger,44
ingredient,Vegetable Oil,44
ingredient,Chicken Or Beef,44
ingredient,Tomato Paste,44
ingredient,Bay Leaves,44
ingredient,Thyme,44
ingredient,Curry Powder,44
ingredient,Stock Cube,44
ingredient,Salt,44
ingredient,Black Pepper,44
country,Nigeria,44
dish,Jollof Rice,44
ingredient,Chicken,45
ingredient,Red Wine,45
ingredient,Onions,45
ingredient,Mushrooms,45
ingredient,Garlic,45
ingredient,Bacon,45
ingredient,Thyme,45
ingredient,Bay Leaves,45
ingredient,Chicken Broth,45
country,France,45
dish,Coq Au Vin,45
ingredient,Chicken,46
ingredient,Basmati Rice,46
ingredient,Onions,46
ingredient,Tomatoes,46
ingredient,Yogurt,46
ingredient,Ginger,46
ingredient,Garlic,46
ingredient,Green Chilies,46
ingredient,Turmeric Powder,46
ingredient,Garam Masala,46
ingredient,Cumin Seeds,46
ingredient,Bay Leaves,46
ingredient,Cardamom,46
ingredient,Cinnamon,46
ingredient,Cloves,46
ingredient,Saffron,46
ingredient,Mint Leaves,46
country,India,46
dish,Chicken Biryani,46
country,Country,47
dish,Dish,47
ingredient,Chicken,48
ingredient,Yogurt,48
ingredient,Ginger-Garlic Paste,48
ingredient,Lemon Juice,48
ingredient,Turmeric Powder,48
ingredient,Garam Masala,48
ingredient,Red Chili Powder,48
ingredient,Cumin Powder,48
ingredient,Coriander Powder,48
ingredient,Tomato Puree,48
ingredient,Onions,48
ingredient,Cream,48
ingredient,Butter,48
ingredient,Salt,48
country,India,48
dish,Chicken Tikka Masala,48
ingredient,Chicken,49
ingredient,Yogurt,49
ingredient,Ginger,49
ingredient,Garlic,49
ingredient,Garam Masala,49
ingredient,Turmeric,49
ingredient,Chili Powder,49
ingredient,Tomato Puree,49
ingredient,Butter,49
ingredient,Cream,49
ingredient,Salt,49
country,India,49
dish,Butter Chicken,49
ingredient,Chicken,50
ingredient,Yogurt,50
ingredient,Lemon Juice,50
ingredient,Garam Masala,50
ingredient,Ginger,50
ingredient,Garlic,50
ingredient,Cumin,50
ingredient,Coriander,50
ingredient,Turmeric,50
ingredient,Paprika,50
ingredient,Tomato Puree,50
ingredient,Heavy Cream,50
ingredient,Butter,50
ingredient,Onions,50
ingredient,Green Chili,50
ingredient,Cilantro,50
ingredient,Salt,50
country,India,50
dish,Chicken Tikka Masala,50
ingredient,Chicken Breast,51
ingredient,Peanuts,51
ingredient,Dried Red Chilies,51
ingredient,Sichuan Peppercorns,51
ingredient,Ginger,51
ingredient,Garlic,51
ingredient,Soy Sauce,51
ingredient,Vinegar,51
ingredient,Sugar,51
ingredient,Cornstarch,51
ingredient,Vegetable Oil,51
country,China,51
dish,Kung Pao Chicken,51
ingredient,Black Beans,52
ingredient,Pork Meat,52
ingredient,Orange Slices,52
country,Brazil,52
dish,Feijoada,52
ingredient,Basmati Rice,53
ingredient,Chicken,53
ingredient,Onions,53
ingredient,Tomatoes,53
ingredient,Ginger,53
ingredient,Garlic,53
ingredient,Yogurt,53
ingredient,Biryani Masala,53
ingredient,Spices,53
ingredient,Saffron,53
ingredient,Mint,53
ingredient,Coriander,53
country,India,53
dish,Chicken Biryani,53
ingredient,Basmati Rice,54
ingredient,Chicken Or Mutton,54
ingredient,Onions,54
ingredient,Tomatoes,54
ingredient,Ginger-Garlic Paste,54
ingredient,Yogurt,54
ingredient,Spices,54
ingredient,Saffron,54
ingredient,Ghee,54
ingredient,Crispy Fried Onions,54
ingredient,Fresh Cilantro Leaves,54
country,India,54
dish,Biryani,54
ingredient,Semolina,55
ingredient,Vegetables,55
ingredient,Olive Oil,55
country,Algeria,55
dish,Couscous,55
ingredient,Cabbage,56
ingredient,Beets,56
ingredient,Potatoes,56
ingredient,Carrots,56
ingredient,Onions,56
ingredient,Garlic,56
ingredient,Beef Or Pork,56
ingredient,Tomato Paste,56
ingredient,Vinegar,56
ingredient,Sour Cream,56
country,Russia,56
dish,Borscht,56
ingredient,Lamb,57
ingredient,Onions,57
ingredient,Garlic,57
ingredient,Ginger,57
ingredient,Saffron,57
ingredient,Turmeric,57
ingredient,Cumin,57
ingredient,Paprika,57
ingredient,Cinnamon,57
ingredient,Coriander,57
ingredient,Parsley,57
ingredient,Cilantro,57
ingredient,Lemon,57
ingredient,Olives,57
ingredient,Tomatoes,57
ingredient,Potatoes,57
ingredient,Carrots,57
ingredient,Preserved Lemons,57
country,Morocco,57
dish,Tagine,57
ingredient,Basmati Rice,58
ingredient,Chicken,58
ingredient,Yogurt,58
ingredient,Onions,58
ingredient,Tomatoes,58
ingredient,Ginger,58
ingredient,Garlic,58
ingredient,Green Chilies,58
ingredient,Spices,58
ingredient,Saffron,58
ingredient,Mint Leaves,58
ingredient,Coriander Leaves,58
ingredient,Lemon,58
country,India,58
dish,Biryani,58
ingredient,Basmati Rice,59
ingredient,Chicken Pieces,59
ingredient,Yogurt,59
ingredient,Onions,59
ingredient,Tomatoes,59
ingredient,Ginger-Garlic Paste,59
ingredient,Spices,59
ingredient,Saffron Strands,59
ingredient,Mint Leaves,59
ingredient,Cilantro,59
ingredient,Ghee,59
country,India,59
dish,Chicken Biryani,59
ingredient,Rice,60
ingredient,Assorted Vegetables,60
ingredient,Beef,60
ingredient,Gochujang Sauce,60
ingredient,Sesame Oil,60
ingredient,Soy Sauce,60
ingredient,Garlic,60
ingredient,Fried Egg,60
country,Korea,60
dish,Bibimbap,60
ingredient,Flour,61
ingredient,Yeast,61
ingredient,Salt,61
ingredient,Water,61
ingredient,Tomato Sauce,61
ingredient,Mozzarella Cheese,61
ingredient,Basil,61
ingredient,Olive Oil,61
country,Italy,61
dish,Margherita Pizza,61
ingredient,Pork,62
ingredient,Pineapple,62
ingredient,Onion,62
ingredient,Garlic,62
ingredient,Achiote Paste,62
ingredient,Guajillo Chili,62
ingredient,Vinegar,62
ingredient,Oregano,62
ingredient,Cumin,62
ingredient,Corn Tortillas,62
country,Mexico,62
dish,Tacos Al Pastor,62
ingredient,Chicken,63
ingredient,Yogurt,63
ingredient,Ginger,63
ingredient,Garlic,63
ingredient,Tomato,63
ingredient,Butter,63
ingredient,Cream,63
ingredient,Garam Masala,63
ingredient,Turmeric,63
ingredient,Cumin,63
ingredient,Coriander,63
ingredient,Chili Powder,63
country,India,63
dish,Butter Chicken,63
ingredient,Rice Noodles,64
ingredient,Shrimp,64
ingredient,Tofu,64
ingredient,Eggs,64
ingredient,Garlic,64
ingredient,Shallots,64
ingredient,Tamarind Paste,64
ingredient,Fish Sauce,64
ingredient,Sugar,64
ingredient,Peanuts,64
ingredient,Lime,64
ingredient,Bean Sprouts,64
country,Thailand,64
dish,Pad Thai,64
ingredient,Rice,65
ingredient,Chicken,65
ingredient,Chorizo,65
ingredient,Shrimp,65
ingredient,Mussels,65
ingredient,Saffron,65
ingredient,Garlic,65
ingredient,Onion,65
ingredient,Bell Pepper,65
ingredient,Tomato,65
ingredient,Peas,65
ingredient,Olive Oil,65
ingredient,Chicken Broth,65
country,Spain,65
dish,Paella,65
ingredient,Chicken,66
ingredient,Yogurt,66
ingredient,Ginger,66
ingredient,Garlic,66
ingredient,Spices,66
ingredient,Tomato Puree,66
ingredient,Butter,66
ingredient,Cream,66
country,India,66
dish,Butter Chicken,66
ingredient,Rice Noodles,67
ingredient,Shrimp,67
ingredient,Tofu,67
ingredient,Bean Sprouts,67
ingredient,Eggs,67
ingredient,Garlic,67
ingredient,Shallots,67
ingredient,Peanuts,67
ingredient,Lime,67
ingredient,Fish Sauce,67
ingredient,Tamarind Paste,67
ingredient,Palm Sugar,67
ingredient,Chili Flakes,67
country,Thailand,67
dish,Pad Thai,67
ingredient,Chicken,68
ingredient,Yogurt,68
ingredient,Tomato Puree,68
ingredient,Butter,68
ingredient,Onion,68
ingredient,Garlic,68
ingredient,Ginger,68
ingredient,Garam Masala,68
ingredient,Turmeric,68
ingredient,Cumin,68
ingredient,Coriander,68
ingredient,Chili Powder,68
ingredient,Cream,68
ingredient,Fenugreek Leaves,68
ingredient,Salt,68
country,India,68
dish,Butter Chicken,68
ingredient,Bulgur Wheat,69
ingredient,Ground Lamb,69
ingredient,Onion,69
ingredient,Pine Nuts,69
ingredient,Spices,69
country,Lebanon,69
dish,Kibbeh,69
ingredient,Marinated Pork,70
ingredient,Pineapple,70
ingredient,Onion,70
ingredient,Cilantro,70
ingredient,Lime,70
ingredient,Corn Tortillas,70
country,Mexico,70
dish,Tacos Al Pastor,70
ingredient,Black Beans,71
ingredient,Pork Ribs,71
ingredient,Smoked Sausage,71
ingredient,Bacon,71
ingredient,Beef Jerky,71
ingredient,Garlic,71
ingredient,Onion,71
ingredient,Bay Leaves,71
ingredient,Salt,71
ingredient,Pepper,71
country,Brazil,71
dish,Feijoada,71
ingredient,Basmati Rice,72
ingredient,Chicken,72
ingredient,Spices,72
ingredient,Onions,72
ingredient,Tomatoes,72
ingredient,Yogurt,72
ingredient,Ginger-Garlic Paste,72
ingredient,Saffron,72
ingredient,Mint Leaves,72
country,India,72
dish,Biryani,72
ingredient,Basmati Rice,73
ingredient,Chicken/Lamb/Beef,73
ingredient,Onions,73
ingredient,Tomatoes,73
ingredient,Yogurt,73
ingredient,Ginger-Garlic Paste,73
ingredient,Biryani Masala,73
ingredient,Saffron,73
ingredient,Ghee,73
ingredient,Mint Leaves,73
country,India,73
dish,Biryani,73
ingredient,Rice Noodles,74
ingredient,Shrimp,74
ingredient,Tofu,74
ingredient,Eggs,74
ingredient,Bean Sprouts,74
ingredient,Garlic,74
ingredient,Shallots,74
ingredient,Peanuts,74
ingredient,Fish Sauce,74
ingredient,Tamarind Paste,74
ingredient,Lime Juice,74
ingredient,Palm Sugar,74
ingredient,Dried Chili Flakes,74
country,Thailand,74
dish,Pad Thai,74
ingredient,Chicken,75
ingredient,Yogurt,75
ingredient,Lemon Juice,75
ingredient,Garlic,75
ingredient,Ginger,75
ingredient,Garam Masala,75
ingredient,Cumin,75
ingredient,Paprika,75
ingredient,Turmeric,75
ingredient,Tomato Puree,75
ingredient,Cream,75
ingredient,Butter,75
ingredient,Cilantro,75
ingredient,Salt,75
country,India,75
dish,Chicken Tikka Masala,75
ingredient,Bulgur Wheat,76
ingredient,Parsley,76
ingredient,Mint,76
ingredient,Tomatoes,76
ingredient,Onions,76
ingredient,Lemon Juice,76
ingredient,Olive Oil,76
country,Lebanon,76
dish,Tabbouleh,76
ingredient,Beef Roast,77
ingredient,Onions,77
ingredient,Carrots,77
ingredient,Celery,77
ingredient,Red Wine,77
ingredient,Beef Broth,77
ingredient,Vinegar,77
ingredient,Gingerbread Cookies,77
ingredient,Flour,77
ingredient,Butter,77
ingredient,Salt,77
ingredient,Pepper,77
ingredient,Sugar,77
ingredient,Lemon Zest,77
country,Germany,77
dish,Sauerbraten,77
ingredient,Lasagna Noodles,78
ingredient,Ground Beef,78
ingredient,Onion,78
ingredient,Garlic,78
ingredient,Tomato Sauce,78
ingredient,Ricotta Cheese,78
ingredient,Mozzarella Cheese,78
ingredient,Parmesan Cheese,78
ingredient,Eggs,78
ingredient,Basil,78
ingredient,Oregano,78
ingredient,Salt,78
ingredient,Pepper,78
country,Italy,78
dish,Lasagna,78
ingredient,Basmati Rice,79
ingredient,Chicken Or Mutton,79
ingredient,Onions,79
ingredient,Tomatoes,79
ingredient,Yogurt,79
ingredient,Ginger-Garlic Paste,79
ingredient,Spices,79
ingredient,Saffron,79
ingredient,Mint Leaves,79
ingredient,Coriander Leaves,79
ingredient,Fried Onions,79
ingredient,Ghee,79
country,India,79
dish,Biryani,79
ingredient,Chicken,80
ingredient,Yogurt,80
ingredient,Onions,80
ingredient,Garlic,80
ingredient,Ginger,80
ingredient,Garam Masala,80
ingredient,Turmeric,80
ingredient,Cumin,80
ingredient,Chili Powder,80
ingredient,Butter,80
ingredient,Tomatoes,80
ingredient,Cream,80
ingredient,Cilantro,80
country,India,80
dish,Butter Chicken,80
ingredient,Black Beans,81
ingredient,Pork Meat,81
country,Brazil,81
dish,Feijoada,81
ingredient,Chicken,82
ingredient,Bacon,82
ingredient,Red Wine,82
ingredient,Mushrooms,82
ingredient,Onions,82
ingredient,Carrots,82
ingredient,Garlic,82
ingredient,Thyme,82
ingredient,Bay Leaf,82
country,France,82
dish,Coq Au Vin,82
ingredient,Pizza Dough,83
ingredient,Cup Tomato Sauce,83
ingredient,Ounces Shredded Mozzarella Cheese,83
ingredient,Fresh Basil Leaves,83
ingredient,Olive Oil,83
ingredient,Salt,83
ingredient,Pepper,83
country,Italy,83
dish,Margherita Pizza,83
ingredient,Chicken Legs,84
ingredient,Slices Of Bacon,84
ingredient,Onion,84
ingredient,Carrots,84
ingredient,Cloves Of Garlic,84
ingredient,Bottle Of Red Wine,84
ingredient,Cups Of Chicken Broth,84
ingredient,1Button Mushrooms,84
ingredient,Tablespoons Of Tomato Paste,84
ingredient,Tablespoons Of All-Purpose Flour,84
ingredient,Fresh Thyme,84
ingredient,Salt,84
ingredient,Pepper,84
country,France,84
dish,Coq Au Vin,84
ingredient,Chicken,85
ingredient,Yogurt,85
ingredient,Lemon Juice,85
ingredient,Garlic,85
ingredient,Ginger,85
ingredient,Garam Masala,85
ingredient,Cumin,85
ingredient,Paprika,85
ingredient,Turmeric,85
ingredient,Tomato Puree,85
ingredient,Onion,85
ingredient,Cream,85
ingredient,Butter,85
ingredient,Coriander Leaves,85
country,India,85
dish,Chicken Tikka Masala,85
ingredient,Chicken,86
ingredient,Butter,86
ingredient,Tomato Puree,86
ingredient,Cream,86
ingredient,Yogurt,86
ingredient,Ginger,86
ingredient,Garlic,86
ingredient,Garam Masala,86
ingredient,Turmeric,86
ingredient,Chili Powder,86
ingredient,Coriander Powder,86
ingredient,Cumin Powder,86
ingredient,Salt,86
ingredient,Oil,86
ingredient,Fenugreek Leaves,86
ingredient,Cashew Nuts,86
country,India,86
dish,Butter Chicken,86
ingredient,Corn Tortillas,87
ingredient,Chicken,87
ingredient,Cheese,87
ingredient,Onions,87
ingredient,Tomatoes,87
ingredient,Garlic,87
ingredient,Chili Powder,87
ingredient,Cumin,87
ingredient,Oregano,87
ingredient,Vegetable Oil,87
ingredient,Lettuce,87
ingredient,Sour Cream,87
country,Mexico,87
dish,Enchiladas,87
ingredient,Black Beans,88
ingredient,Pork Meat,88
ingredient,Beef Meat,88
ingredient,Sausage,88
ingredient,Bacon,88
ingredient,Onion,88
ingredient,Garlic,88
ingredient,Bay Leaves,88
ingredient,Salt,88
ingredient,Pepper,88
country,Brazil,88
